date,equity,cash,position_value,shares
2025-06-18,100000.0,100000.0,0.0,0
2025-06-19,100000.0,100000.0,0.0,0
2025-06-20,100000.0,100000.0,0.0,0
2025-06-23,100000.0,100000.0,0.0,0
2025-06-24,100000.0,100000.0,0.0,0
2025-06-25,100000.0,100000.0,0.0,0
2025-06-26,100000.0,100000.0,0.0,0
2025-06-27,100000.0,100000.0,0.0,0
2025-06-30,100000.0,100000.0,0.0,0
2025-07-01,100000.0,100000.0,0.0,0
2025-07-02,100000.0,100000.0,0.0,0
2025-07-03,100000.0,100000.0,0.0,0
2025-07-04,100000.0,100000.0,0.0,0
2025-07-07,100000.0,100000.0,0.0,0
2025-07-08,100000.0,100000.0,0.0,0
2025-07-09,100000.0,100000.0,0.0,0
2025-07-10,100000.0,100000.0,0.0,0
2025-07-11,100000.0,100000.0,0.0,0
2025-07-14,100000.0,100000.0,0.0,0
2025-07-15,100000.0,100000.0,0.0,0
2025-07-16,100000.0,100000.0,0.0,0
2025-07-17,100000.0,100000.0,0.0,0
2025-07-18,99631.1,11686.1,87945.0,1300
2025-07-21,99527.1,11686.1,87841.0,1300
2025-07-22,99124.1,11686.1,87438.0,1300
2025-07-23,99306.1,11686.1,87620.0,1300
2025-07-24,100060.1,11686.1,88374.0,1300
2025-07-25,100723.1,11686.1,89037.0,1300
2025-07-28,100710.1,11686.1,89024.0,1300
2025-07-29,106846.1,11686.1,95160.0,1300
2025-07-30,104740.1,11686.1,93054.0,1300
2025-07-31,102088.1,11686.1,90402.0,1300
2025-08-01,105442.1,11686.1,93756.0,1300
2025-08-04,107860.1,11686.1,96174.0,1300
2025-08-05,107860.1,11686.1,96174.0,1300
2025-08-06,111656.1,11686.1,99970.0,1300
2025-08-07,111396.1,11686.1,99710.0,1300
2025-08-08,110746.1,11686.1,99060.0,1300
2025-08-11,109277.1,11686.1,97591.0,1300
2025-08-12,108653.1,11686.1,96967.0,1300
2025-08-13,109511.1,11686.1,97825.0,1300
2025-08-14,107327.1,11686.1,95641.0,1300
2025-08-15,112332.1,11686.1,100646.0,1300
2025-08-18,116778.1,11686.1,105092.0,1300
2025-08-19,118416.62,11556.62,106860.0,1300
2025-08-20,117974.62,11556.62,106418.0,1300
2025-08-21,116141.62,11556.62,104585.0,1300
2025-08-22,119040.62,11556.62,107484.0,1300
2025-08-25,118013.62,11556.62,106457.0,1300
2025-08-26,117025.62,11556.62,105469.0,1300
2025-08-27,118065.62,11556.62,106509.0,1300
2025-08-28,120132.62,11556.62,108576.0,1300
2025-08-29,117597.62,11556.62,106041.0,1300
2025-09-01,118429.62,11556.62,106873.0,1300
2025-09-02,112371.62,11556.62,100815.0,1300
2025-09-03,110161.62,11556.62,98605.0,1300
2025-09-04,110272.65,110272.65,0.0,0
2025-09-05,110272.65,110272.65,0.0,0
2025-09-08,110272.65,110272.65,0.0,0
2025-09-09,110272.65,110272.65,0.0,0
2025-09-10,110272.65,110272.65,0.0,0
2025-09-11,110272.65,110272.65,0.0,0
2025-09-12,110272.65,110272.65,0.0,0
2025-09-15,110272.65,110272.65,0.0,0
2025-09-16,110272.65,110272.65,0.0,0
2025-09-17,110272.65,110272.65,0.0,0
2025-09-18,110272.65,110272.65,0.0,0
2025-09-19,110272.65,110272.65,0.0,0
2025-09-22,110272.65,110272.65,0.0,0
2025-09-23,110272.65,110272.65,0.0,0
2025-09-24,110272.65,110272.65,0.0,0
